carat,depth,table,x,y,z,price
1.02,61.9,57.0,6.5,6.4,3.99,8.551
1.22,61.8,58.0,6.86,6.8,4.22,8.638
1.32,61.5,61.0,7.05,6.97,4.31,8.877
0.71,62.2,54.0,5.71,5.75,3.56,7.847
1.19,60.8,59.0,6.84,6.87,4.17,8.63
0.41,62.0,56.0,4.75,4.77,2.95,6.76
1.03,61.8,59.0,6.42,6.47,3.98,8.468
0.58,61.5,55.0,5.36,5.41,3.31,7.555
0.41,61.7,56.0,4.81,4.78,2.96,6.981
0.36,60.9,57.0,4.58,4.62,2.8,6.392
0.9,62.3,58.0,6.05,6.27,3.84,8.244
0.9,62.8,57.0,6.14,6.18,3.87,8.142000000000001
1.47,59.3,59.0,7.39,7.34,4.37,8.932
0.38,63.9,60.0,4.59,4.52,2.91,6.869
0.32,62.8,59.0,4.37,4.33,2.73,6.718999999999999
0.35,60.1,62.0,4.52,4.57,2.73,6.6129999999999995
0.4,61.4,58.0,4.77,4.81,2.94,6.532
1.5,62.2,54.0,7.39,7.34,4.58,9.484
1.51,64.5,59.0,7.21,7.15,4.63,8.747
0.81,61.3,59.0,5.94,6.01,3.66,7.936
0.31,60.3,59.0,4.35,4.37,2.63,6.011
1.5,59.6,60.0,7.49,7.41,4.44,9.647
1.21,62.0,54.5,6.81,6.87,4.25,8.668
0.78,61.7,55.0,5.94,5.89,3.65,8.066
0.37,60.6,58.0,4.62,4.65,2.81,6.629
0.3,61.2,59.0,4.31,4.35,2.65,6.528
0.73,61.7,57.0,5.77,5.8,3.57,8.339
2.14,60.1,58.0,8.41,8.37,5.04,9.675
1.52,58.6,59.0,7.43,7.48,4.37,9.192
1.24,62.3,54.0,6.88,6.9,4.29,8.834
0.51,61.2,55.0,5.19,5.21,3.18,6.916
0.33,61.9,53.0,4.46,4.49,2.77,6.6610000000000005
1.02,58.7,63.0,6.61,6.55,3.86,8.392999999999999
1.11,62.8,56.0,6.62,6.57,4.14,8.897
1.72,62.8,57.0,7.69,7.63,4.81,9.326
0.39,61.0,56.0,4.72,4.75,2.89,7.228
0.32,62.1,59.0,4.38,4.35,2.71,6.579
0.54,63.2,57.0,5.17,5.21,3.28,7.034
0.7,62.4,60.0,5.57,5.61,3.49,7.921
0.9,61.9,62.0,6.12,6.07,3.77,8.074
1.03,61.2,59.0,6.53,6.47,3.98,8.881
0.3,61.8,56.0,4.31,4.33,2.67,6.5
0.38,61.2,58.0,4.68,4.63,2.85,7.039
2.01,62.2,56.0,8.12,8.06,5.03,9.624
0.34,61.8,54.4,4.49,4.52,2.79,6.275
0.32,62.4,54.0,4.38,4.4,2.74,6.26
1.07,62.9,59.0,6.58,6.51,4.12,8.39
0.25,61.1,58.0,4.04,4.08,2.48,6.388999999999999
0.31,63.3,58.0,4.35,4.34,2.75,6.064
0.35,61.8,58.0,4.52,4.48,2.78,6.809
0.41,62.3,57.0,4.75,4.78,2.97,6.76
0.33,62.0,59.0,4.44,4.4,2.74,6.504
0.31,61.0,56.0,4.38,4.34,2.66,6.771
1.13,62.2,55.0,6.69,6.66,4.15,8.807
1.0,63.7,59.0,6.27,6.32,4.01,8.687999999999999
0.94,62.4,58.0,6.26,6.33,3.93,8.318
0.53,63.6,57.0,5.12,5.16,3.27,7.267
0.55,63.2,56.0,5.24,5.21,3.3,7.221
0.3,62.1,56.0,4.32,4.31,2.68,6.997999999999999
0.33,61.7,57.0,4.41,4.44,2.73,6.766
1.05,62.6,56.0,6.49,6.45,4.05,8.453
0.91,62.9,55.0,6.23,6.13,3.89,8.321
1.08,59.1,60.0,6.7,6.76,3.98,8.552
1.16,62.1,54.0,6.74,6.79,4.2,8.664
0.3,63.5,57.0,4.23,4.27,2.7,6.653
1.17,63.2,57.0,6.73,6.71,4.25,8.863999999999999
2.0,60.8,55.0,8.09,7.95,4.88,9.472999999999999
1.02,62.1,55.0,6.46,6.49,4.02,8.599
1.7,63.2,58.0,7.56,7.5,4.76,8.953
0.34,60.7,57.0,4.5,4.53,2.74,6.979
1.01,61.4,55.0,6.46,6.5,3.98,8.445
1.01,60.4,57.0,6.45,6.49,3.91,8.791
0.42,61.2,57.0,4.83,4.87,2.97,7.169
1.01,61.3,54.0,6.47,6.52,3.99,8.5
2.01,60.3,60.0,8.07,8.18,4.9,9.832
1.0,64.0,57.0,6.33,6.29,4.04,8.401
0.75,60.4,59.0,5.86,5.9,3.55,7.894
0.71,63.0,58.0,5.68,5.66,3.57,7.852
0.34,61.1,57.0,4.51,4.55,2.77,6.54
0.35,61.3,56.0,4.52,4.55,2.78,6.82
0.59,60.9,60.0,5.41,5.39,3.29,8.5
1.53,59.5,63.0,7.44,7.51,4.45,9.2
1.01,64.2,56.0,6.38,6.26,4.05,8.328
0.42,62.0,59.0,4.79,4.76,2.96,6.8
0.71,63.5,57.0,5.65,5.68,3.6,7.806
0.23,62.0,55.0,3.93,3.95,2.44,5.935
0.32,61.5,58.0,4.39,4.42,2.71,6.468999999999999
0.71,62.6,59.0,5.66,5.68,3.55,7.781000000000001
1.03,62.8,54.0,6.48,6.39,4.05,9.016
0.9,65.8,54.0,6.05,5.98,3.96,7.946000000000001
0.26,59.9,58.0,4.15,4.23,2.51,6.317
0.36,62.0,58.0,4.56,4.54,2.82,6.921
1.5,58.6,64.0,7.52,7.46,4.39,9.485
0.73,61.6,55.0,5.77,5.79,3.56,7.862
0.38,61.8,53.7,4.67,4.69,2.89,6.978
0.72,59.5,57.0,5.91,5.86,3.5,7.96
0.4,61.3,55.0,4.78,4.75,2.92,7.026
0.31,62.2,59.0,4.32,4.3,2.68,6.952999999999999
0.36,61.2,63.0,4.59,4.56,2.8,6.535
1.07,63.8,57.0,6.54,6.47,4.15,8.658
0.71,62.0,56.0,5.71,5.74,3.55,8.192
1.0,60.8,63.0,6.41,6.36,3.88,8.285
0.71,64.3,63.0,5.63,5.56,3.6,7.728
0.3,61.2,55.0,4.36,4.37,2.67,6.638999999999999
0.48,62.5,56.0,4.98,5.02,3.12,7.371
0.36,61.6,56.0,4.58,4.61,2.83,6.409
0.33,61.7,55.0,4.42,4.46,2.74,6.78
0.75,62.4,57.0,5.79,5.85,3.63,7.831
0.59,62.2,59.0,5.38,5.34,3.33,7.407
2.01,62.3,60.0,7.97,7.95,4.96,9.586
0.72,60.6,57.0,5.79,5.86,3.53,7.656000000000001
0.5,64.0,55.0,5.08,5.05,3.24,7.641
0.3,61.6,57.0,4.28,4.32,2.65,6.349
0.33,61.2,57.0,4.44,4.42,2.71,6.872000000000001
0.84,62.6,58.0,6.01,5.98,3.75,7.853
0.33,62.4,54.0,4.44,4.47,2.78,6.78
0.34,61.0,57.0,4.51,4.48,2.74,6.64
0.42,63.0,55.0,4.77,4.81,3.02,6.532
0.3,62.5,58.0,4.28,4.26,2.67,6.41
0.38,60.2,58.0,4.73,4.71,2.84,7.018
0.6,62.2,53.0,5.43,5.44,3.38,7.777
0.41,62.0,57.0,4.73,4.76,2.94,6.915
0.26,63.6,56.0,4.09,4.06,2.59,6.585
0.52,60.7,58.0,5.21,5.17,3.15,7.504
1.11,61.9,58.0,6.7,6.64,4.13,8.905
0.91,60.2,59.0,6.24,6.29,3.77,8.017999999999999
1.01,62.5,59.0,6.44,6.33,3.99,8.443
0.53,62.3,56.0,5.17,5.14,3.21,7.579
1.7,60.6,58.0,7.71,7.68,4.66,9.831
0.38,61.7,55.4,4.67,4.7,2.89,6.555
0.9,61.9,56.0,6.17,6.23,3.84,8.453
2.1,61.3,55.0,8.19,8.25,5.04,9.815
1.53,60.6,58.0,7.45,7.49,4.53,9.708
0.71,62.9,57.0,5.67,5.62,3.55,7.763
1.52,59.9,55.0,7.54,7.45,4.49,8.571
1.21,61.3,56.0,6.86,6.91,4.22,9.148
0.5,61.0,56.0,5.17,5.12,3.14,7.396
0.3,62.4,57.0,4.27,4.29,2.67,6.671
0.26,62.5,55.0,4.1,4.12,2.57,6.186
0.31,60.8,54.0,4.39,4.4,2.67,6.522
0.9,65.8,58.0,6.02,5.98,3.95,8.033999999999999
0.54,61.8,56.0,5.21,5.25,3.23,7.444
1.0,61.6,61.0,6.29,6.35,3.89,8.39
1.15,62.7,57.0,6.68,6.64,4.17,8.871
0.35,62.9,58.0,4.48,4.49,2.82,6.56
1.01,63.7,56.0,6.4,6.32,4.05,8.648
1.51,63.5,60.0,7.23,7.29,4.61,8.968
1.21,60.3,60.0,6.89,6.83,4.14,9.023
0.33,62.4,57.0,4.42,4.39,2.75,6.447
0.3,62.3,56.0,4.28,4.29,2.67,6.0089999999999995
1.25,60.7,56.0,6.97,6.99,4.24,9.343
1.14,61.5,56.0,6.7,6.74,4.13,8.551
0.7,60.2,61.0,5.71,5.75,3.45,8.012
0.92,58.7,61.0,6.34,6.43,3.75,7.966
0.41,59.8,59.0,4.82,4.85,2.89,6.627000000000001
0.46,62.0,53.0,4.99,5.04,3.11,6.835
0.43,62.3,55.0,4.88,4.85,3.03,7.26
1.01,59.2,59.0,6.52,6.59,3.88,8.699
0.5,60.0,57.0,5.17,5.2,3.11,6.945
1.71,62.2,58.0,7.67,7.61,4.75,9.568999999999999
2.07,58.9,61.0,8.45,8.35,4.95,9.531
0.75,62.3,55.0,5.83,5.8,3.62,7.972
1.0,58.4,60.0,6.36,6.3,3.7,8.415
0.32,61.4,56.0,4.43,4.46,2.73,6.167999999999999
0.7,61.9,58.0,5.66,5.68,3.51,7.654
1.24,62.6,55.0,6.89,6.94,4.33,9.533
0.26,62.1,55.0,4.11,4.13,2.56,6.0729999999999995
1.22,59.0,61.0,7.02,6.98,4.13,8.606
0.51,59.7,58.0,5.2,5.26,3.12,7.14
0.9,63.6,57.0,6.1,6.04,3.86,8.026
0.32,60.0,57.0,4.45,4.49,2.68,6.696000000000001
0.33,61.9,57.0,4.42,4.4,2.73,6.75
0.32,62.2,56.0,4.38,4.34,2.71,6.8420000000000005
0.51,62.5,56.0,5.08,5.12,3.19,6.954
1.0,64.2,56.0,6.23,6.29,4.02,8.638
1.1,62.8,57.0,6.56,6.63,4.14,8.315
0.3,62.0,58.0,4.29,4.26,2.65,6.778
0.34,61.1,56.0,4.52,4.55,2.77,6.747999999999999
1.01,60.4,59.0,6.52,6.5,3.93,8.917
0.44,61.9,54.0,4.91,4.95,3.05,6.596
0.32,61.9,53.0,4.42,4.47,2.75,6.822
1.11,63.4,55.0,6.54,6.51,4.14,8.301
0.91,62.6,58.0,6.17,6.14,3.85,8.288
0.31,62.2,54.0,4.31,4.34,2.69,6.599
0.46,60.9,58.0,4.94,4.97,3.02,7.19
0.79,63.2,55.0,5.93,5.9,3.74,7.761
1.6,61.1,55.0,7.55,7.58,4.62,9.482999999999999
1.09,59.0,61.0,6.78,6.75,3.98,8.316
0.84,55.6,64.0,6.42,6.32,3.54,7.91
0.32,63.2,54.0,4.36,4.38,2.76,6.377999999999999
1.01,61.9,56.0,6.33,6.41,3.94,8.658999999999999
0.62,59.5,63.0,5.54,5.49,3.28,7.513
0.3,60.0,56.0,4.39,4.41,2.64,6.497000000000001
0.35,61.9,57.0,4.49,4.52,2.79,6.516
1.04,60.5,57.0,6.56,6.62,3.99,8.847000000000001
0.31,63.7,55.0,4.33,4.3,2.75,6.443
0.35,60.9,58.0,4.52,4.55,2.76,6.468
0.53,61.8,55.0,5.23,5.19,3.22,7.468999999999999
0.35,60.6,60.0,4.57,4.54,2.76,7.018
0.3,60.4,59.0,4.35,4.32,2.62,6.815
0.4,60.6,56.0,4.82,4.78,2.91,6.977
0.32,59.7,59.0,4.48,4.43,2.66,6.292000000000001
1.36,62.7,58.0,7.08,7.01,4.42,8.693
1.08,62.5,57.0,6.56,6.6,4.11,8.789
0.5,62.5,59.0,5.01,5.04,3.14,7.265
0.46,61.6,55.0,4.98,5.02,3.08,6.756
0.71,60.3,58.0,5.8,5.85,3.51,7.852
1.41,62.1,59.0,7.23,7.13,4.46,9.056000000000001
0.55,62.2,58.0,5.22,5.26,3.26,7.365
0.38,61.6,56.0,4.65,4.67,2.87,6.9079999999999995
1.33,63.3,56.0,6.91,6.95,4.39,9.007
1.71,61.2,62.0,7.59,7.65,4.66,9.609
1.69,60.2,61.0,7.79,7.7,4.66,8.571
1.07,61.6,56.0,6.59,6.55,4.04,8.452
0.32,60.6,57.0,4.46,4.48,2.71,6.529
0.35,61.5,54.0,4.57,4.6,2.82,6.409
0.53,60.9,59.0,5.21,5.23,3.18,7.263999999999999
0.5,63.8,60.0,5.0,5.03,3.2,7.195
1.2,63.3,58.0,6.66,6.74,4.24,8.936
1.0,62.3,56.0,6.43,6.32,3.97,8.681000000000001
0.7,63.1,58.0,5.66,5.69,3.58,7.733
0.74,62.1,56.0,5.86,5.84,3.63,7.773
1.58,61.5,59.0,7.47,7.45,4.59,9.282
0.26,61.5,56.0,4.08,4.11,2.52,6.395
1.52,57.3,58.0,7.53,7.42,4.28,8.041
0.78,61.4,57.0,5.9,5.93,3.63,7.794
0.33,60.0,56.0,4.53,4.56,2.72,6.877000000000001
0.7,60.3,56.0,5.73,5.77,3.47,7.784
2.01,62.8,58.0,8.09,8.0,5.05,9.426
0.91,65.7,56.0,6.1,6.05,3.99,8.32
1.01,63.4,58.0,6.36,6.38,4.04,8.887
0.27,63.0,55.0,4.13,4.16,2.61,6.632999999999999
0.32,60.0,61.0,4.45,4.49,2.68,5.974
0.46,62.3,54.0,4.94,4.98,3.09,7.231
0.3,63.4,53.0,4.3,4.25,2.71,6.515
1.35,61.6,55.0,7.08,7.02,4.34,8.78
0.51,62.5,57.0,5.14,5.07,3.19,7.485
1.56,58.2,59.0,7.65,7.7,4.47,9.261000000000001
1.87,62.5,58.0,7.86,7.81,4.9,9.309
0.3,62.2,54.0,4.28,4.31,2.67,6.565
1.55,60.4,60.0,7.39,7.44,4.48,9.31
0.9,63.0,57.0,6.07,6.15,3.85,8.443
2.02,63.5,60.0,7.98,7.93,5.05,9.466000000000001
1.0,61.9,57.0,6.41,6.39,3.96,8.926
0.32,61.0,56.0,4.42,4.43,2.7,6.816
0.51,60.0,62.0,5.18,5.15,3.1,6.871
0.43,63.4,55.0,4.78,4.84,3.05,6.652
0.27,62.0,55.0,4.12,4.14,2.56,6.433
0.38,61.5,57.0,4.63,4.67,2.86,7.09
1.16,68.2,55.0,6.47,6.37,4.38,8.045
0.9,63.8,58.0,6.09,6.13,3.9,8.244
0.34,61.0,57.0,4.53,4.55,2.77,6.852
0.86,60.6,56.0,6.16,6.18,3.74,8.349
1.33,61.7,58.0,7.04,7.07,4.35,9.421
1.2,62.8,58.0,6.75,6.7,4.22,8.767000000000001
0.7,63.3,57.0,5.62,5.66,3.57,7.8389999999999995
0.31,62.0,55.0,4.34,4.37,2.7,6.671
0.63,63.3,59.2,5.42,5.44,3.44,7.691
0.71,66.1,58.0,5.53,5.43,3.62,7.2170000000000005
0.36,60.3,62.0,4.56,4.59,2.76,6.671
1.65,61.7,55.0,7.6,7.63,4.7,9.246
0.43,62.3,58.0,4.75,4.81,2.98,6.765
0.52,60.6,57.0,5.21,5.26,3.17,7.778
1.5,60.9,59.0,7.37,7.43,4.51,9.213
1.12,61.2,58.0,6.67,6.69,4.09,8.315
0.28,59.8,56.0,4.27,4.29,2.56,6.667999999999999
1.21,62.1,57.0,6.79,6.83,4.23,8.847999999999999
0.32,62.0,55.0,4.41,4.36,2.72,6.356
0.5,61.9,61.0,5.09,5.12,3.16,7.27
0.35,61.5,57.0,4.55,4.52,2.79,6.825
0.33,62.2,59.0,4.47,4.41,2.76,6.611000000000001
0.3,61.0,62.0,4.34,4.32,2.64,6.8629999999999995
0.91,63.7,58.0,6.1,6.17,3.91,8.292
0.44,61.0,57.0,4.89,4.91,2.99,6.697
0.71,59.7,60.0,5.82,5.77,3.46,7.876
1.72,59.4,60.0,7.86,7.82,4.66,9.785
0.55,61.7,59.0,5.3,5.23,3.25,7.455
2.43,61.7,60.0,8.54,8.49,5.25,9.182
0.62,61.8,56.0,5.45,5.48,3.38,8.105
0.31,59.5,56.0,4.41,4.43,2.63,6.704
1.09,61.1,57.0,6.62,6.71,4.07,8.542
1.02,61.6,58.0,6.49,6.54,4.01,8.461
0.41,62.4,56.0,4.75,4.77,2.97,6.76
0.9,61.9,59.0,6.18,6.13,3.81,8.208
0.9,61.1,58.0,6.22,6.26,3.81,8.32
1.36,59.9,58.0,7.16,7.2,4.3,9.125
0.53,60.5,57.0,5.34,5.27,3.21,7.382000000000001
0.7,64.3,56.0,5.57,5.63,3.6,7.561
1.53,63.1,57.0,7.34,7.25,4.6,9.501
0.72,63.4,56.0,5.68,5.71,3.61,8.113
1.01,62.4,58.0,6.38,6.41,3.99,8.699
0.51,61.1,56.0,5.18,5.21,3.17,7.037999999999999
0.51,63.4,57.0,5.09,5.06,3.22,7.547000000000001
0.92,59.8,59.0,6.33,6.37,3.8,8.426
0.71,60.9,56.0,5.79,5.81,3.53,7.756
0.44,61.1,56.0,4.91,4.94,3.01,7.562
1.03,61.1,57.0,6.48,6.52,3.97,8.372
0.3,62.0,56.0,4.31,4.34,2.68,6.489
0.5,61.3,61.0,5.05,5.1,3.11,7.277
0.41,61.7,55.0,4.78,4.75,2.94,7.05
0.51,61.3,57.0,5.14,5.16,3.16,7.233
1.51,61.1,57.0,7.41,7.38,4.52,9.594
0.51,61.7,55.0,5.11,5.16,3.17,7.358
0.3,60.1,63.0,4.28,4.31,2.58,6.265
0.4,61.3,56.0,4.72,4.77,2.91,6.433
2.15,62.4,60.0,8.18,8.24,5.12,9.519
1.03,61.7,56.0,6.47,6.53,4.01,8.934
0.55,62.2,55.0,5.22,5.26,3.26,7.587999999999999
0.51,59.9,61.0,5.18,5.14,3.09,7.361000000000001
1.18,62.0,66.0,6.75,6.63,4.16,8.424
2.02,61.2,59.0,8.13,8.05,4.95,9.75
0.32,61.8,57.0,4.35,4.36,2.69,6.631
0.7,62.4,56.0,5.63,5.69,3.53,7.853
0.35,61.8,59.0,4.54,4.56,2.81,6.468
0.55,59.6,59.0,5.32,5.39,3.19,7.746
0.9,60.4,59.0,6.29,6.32,3.81,8.309
0.32,61.3,56.0,4.43,4.41,2.71,6.718999999999999
1.5,60.8,58.0,7.32,7.36,4.46,9.366
0.62,61.6,55.0,5.51,5.53,3.4,7.75
1.02,60.5,60.0,6.56,6.53,3.96,8.349
1.5,61.4,55.0,7.44,7.35,4.54,9.573
0.31,63.9,57.0,4.28,4.33,2.75,6.136
1.02,62.4,58.0,6.38,6.41,3.99,9.104
0.35,58.9,59.0,4.64,4.59,2.72,6.892
0.51,63.4,57.0,5.09,5.06,3.22,7.27
1.7,61.9,59.0,7.59,7.64,4.71,9.09
0.41,59.8,57.0,4.81,4.86,2.89,6.801
0.26,62.5,56.0,4.09,4.12,2.56,6.4879999999999995
1.11,58.5,58.0,6.77,6.84,3.98,8.92
0.41,60.9,60.0,4.83,4.79,2.93,6.775
0.34,61.7,55.0,4.5,4.54,2.79,6.76
1.2,60.0,61.0,6.89,6.84,4.12,8.459
0.9,58.5,66.0,6.23,6.25,3.65,8.118
0.5,62.1,55.0,5.09,5.05,3.15,7.568
1.11,62.2,55.0,6.67,6.61,4.13,8.812000000000001
0.32,62.7,57.0,4.41,4.36,2.75,6.8420000000000005
0.39,61.7,56.1,4.65,4.7,2.89,6.845
0.54,61.5,57.0,5.21,5.26,3.22,7.63
2.01,62.7,57.0,8.03,8.11,5.06,9.78
0.31,61.4,56.0,4.37,4.39,2.69,6.2989999999999995
0.33,61.6,55.0,4.43,4.47,2.74,6.821000000000001
1.31,62.5,55.0,6.97,7.05,4.38,8.591000000000001
0.53,61.1,55.0,5.24,5.28,3.21,7.127000000000001
0.73,63.7,59.0,5.67,5.69,3.62,8.054
0.7,62.2,55.0,5.64,5.67,3.52,8.062000000000001
0.46,60.7,57.0,4.98,5.03,3.04,7.281000000000001
0.7,60.4,61.0,5.68,5.77,3.46,7.739
1.14,58.3,60.0,6.87,6.91,4.02,8.895
1.15,64.6,57.0,6.6,6.5,4.23,8.783999999999999
0.3,62.1,55.0,4.31,4.32,2.68,6.766
0.29,62.4,56.0,4.22,4.24,2.64,6.5120000000000005
0.73,62.1,57.0,5.75,5.71,3.56,7.676
0.81,62.6,55.0,5.97,5.94,3.73,7.91
0.35,61.7,58.0,4.51,4.54,2.79,6.367999999999999
2.31,62.9,58.0,8.34,8.43,5.27,9.745
0.32,62.2,57.0,4.42,4.39,2.74,6.356
0.43,61.9,54.0,4.88,4.84,3.01,6.562
0.7,59.3,54.0,5.89,5.78,3.46,8.146
0.91,63.5,58.0,6.15,6.04,3.87,8.314
0.29,62.1,55.0,4.28,4.3,2.66,6.409
0.32,61.8,55.0,4.42,4.45,2.74,6.468999999999999
0.35,61.3,56.0,4.56,4.54,2.79,6.506
0.71,61.7,57.0,5.75,5.7,3.53,7.96
0.74,62.7,59.0,5.78,5.73,3.61,7.845
0.9,61.0,59.0,6.11,6.16,3.74,8.145
0.41,60.8,58.0,4.83,4.78,2.92,6.721
0.32,62.3,54.0,4.37,4.4,2.73,6.553999999999999
0.4,63.6,57.0,4.67,4.7,2.98,6.603
1.71,62.1,56.0,7.65,7.61,4.74,9.488
0.91,64.7,57.0,6.02,6.04,3.9,8.232999999999999
0.55,61.9,55.0,5.25,5.29,3.26,7.438
0.31,59.0,60.0,4.37,4.41,2.59,6.2989999999999995
0.35,61.0,60.0,4.58,4.54,2.78,6.718
0.34,61.4,59.0,4.5,4.53,2.77,6.39
0.5,61.0,60.0,5.11,5.08,3.11,7.159
2.03,60.1,58.0,8.26,8.21,4.95,9.433
0.72,61.7,55.0,5.76,5.81,3.57,7.837000000000001
0.32,61.9,58.0,4.43,4.36,2.72,6.579
0.35,62.0,59.0,4.51,4.55,2.81,6.56
0.39,63.0,61.0,4.62,4.65,2.92,6.477
1.5,62.1,59.0,7.26,7.33,4.53,9.164
2.04,65.4,55.0,7.87,7.93,5.17,9.457
0.72,61.2,59.0,5.75,5.79,3.53,7.805
1.25,62.2,60.0,6.83,6.8,4.24,8.737
1.11,61.4,60.0,6.61,6.65,4.07,8.487
1.0,62.0,62.0,6.42,6.35,3.96,8.212
0.32,59.9,61.0,4.47,4.44,2.67,6.292000000000001
0.51,60.6,57.0,5.15,5.18,3.13,7.246
1.21,65.0,59.0,6.64,6.57,4.29,8.33
0.93,63.5,57.0,6.13,6.21,3.92,8.177999999999999
0.42,62.4,55.0,4.77,4.81,2.99,6.551
1.22,62.8,54.0,6.78,6.75,4.25,8.512
0.7,61.8,59.0,5.76,5.67,3.53,7.727
0.91,59.4,63.0,6.32,6.28,3.74,8.449
0.7,62.8,61.0,5.61,5.57,3.51,7.761
0.51,60.6,58.0,5.15,5.12,3.11,7.416
1.03,61.2,57.0,6.51,6.59,4.01,8.451
1.5,59.9,60.0,7.39,7.44,4.44,9.314
1.01,61.9,55.0,6.38,6.44,3.97,8.805
0.34,59.3,58.0,4.55,4.52,2.69,6.94
0.53,61.8,55.0,5.19,5.23,3.22,7.397
0.29,61.6,56.0,4.28,4.32,2.65,6.223
1.01,69.0,61.0,6.06,5.99,4.16,8.706
0.5,59.9,57.0,5.12,5.16,3.08,7.0
2.01,63.1,55.0,7.99,8.09,5.07,9.536
0.5,62.5,58.0,5.06,4.98,3.14,7.1160000000000005
0.3,61.7,57.0,4.29,4.33,2.66,6.461
0.52,61.2,55.0,5.2,5.23,3.19,7.4239999999999995
0.45,62.6,57.0,4.94,4.87,3.07,6.904
0.33,62.0,59.0,4.42,4.45,2.75,6.72
0.43,61.8,55.0,4.87,4.9,3.02,7.0760000000000005
1.2,61.6,59.0,6.85,6.81,4.21,8.943999999999999
0.33,63.5,54.0,4.42,4.37,2.79,6.542000000000001
0.54,61.9,55.0,5.24,5.23,3.24,7.556
1.13,61.5,60.0,6.68,6.72,4.12,8.469
0.32,62.6,55.0,4.37,4.39,2.74,6.631
0.57,57.6,60.0,5.49,5.45,3.15,7.74
0.58,59.7,57.0,5.41,5.47,3.25,7.122000000000001
0.82,62.1,56.0,6.02,5.97,3.72,8.164
0.23,58.1,52.0,4.03,4.1,2.36,6.127000000000001
0.28,62.9,54.0,4.2,4.23,2.65,6.263
1.26,62.1,57.0,7.01,6.91,4.32,9.298
1.74,61.9,55.0,7.74,7.71,4.78,9.451
1.11,62.5,57.0,6.54,6.49,4.07,8.244
1.38,61.8,56.0,7.17,7.14,4.42,8.742
1.22,62.7,58.0,6.8,6.72,4.24,9.033
0.56,62.4,58.0,5.22,5.3,3.28,7.506
0.7,61.7,57.0,5.65,5.8,3.53,7.606
0.34,61.8,56.0,4.48,4.51,2.78,6.817
0.31,62.2,55.0,4.36,4.38,2.72,6.136
0.3,62.0,55.0,4.35,4.3,2.68,6.7379999999999995
0.31,61.3,57.0,4.36,4.41,2.69,6.431
0.7,62.9,56.0,5.63,5.66,3.55,7.615
1.06,62.5,58.0,6.5,6.47,4.05,8.621
0.5,62.5,52.4,5.07,5.11,3.18,7.426
0.3,61.1,61.0,4.32,4.36,2.65,6.433
0.35,61.7,59.0,4.53,4.51,2.79,6.669
0.42,60.9,57.0,4.85,4.87,2.96,6.805
0.32,62.4,59.0,4.33,4.36,2.71,6.33
0.5,60.8,57.0,5.09,5.14,3.11,7.251
0.32,61.1,58.0,4.42,4.39,2.69,6.718999999999999
0.56,60.9,60.0,5.33,5.27,3.23,7.1160000000000005
0.53,62.6,55.0,5.17,5.22,3.25,7.215
0.26,62.7,55.0,4.07,4.1,2.56,6.454
0.9,62.0,62.0,6.11,6.21,3.82,8.329
0.51,61.1,56.0,5.16,5.2,3.17,7.593999999999999
0.41,59.6,59.0,4.82,4.85,2.88,6.672999999999999
1.01,59.4,61.0,6.51,6.45,3.85,8.116
0.34,61.7,56.0,4.48,4.46,2.76,7.099
0.53,62.1,57.0,5.15,5.18,3.21,8.144
0.91,62.3,56.0,6.18,6.22,3.86,8.206
1.0,60.8,60.0,6.45,6.41,3.91,8.365
0.9,63.3,60.0,6.09,6.11,3.86,8.281
0.9,60.9,59.0,6.25,6.22,3.8,8.224
0.56,62.0,54.0,5.3,5.32,3.29,7.75
1.04,61.9,54.0,6.51,6.57,4.05,8.505
0.41,62.8,59.0,4.75,4.74,2.98,6.876
1.26,60.1,59.0,7.03,6.99,4.21,8.533
0.31,61.5,56.0,4.41,4.34,2.69,6.687
0.25,60.2,59.0,4.11,4.13,2.48,6.354
0.23,64.8,58.0,3.83,3.85,2.49,6.17
1.12,61.4,57.0,6.69,6.66,4.1,9.173
1.26,61.0,57.0,7.03,6.97,4.27,8.776
1.51,63.1,53.0,7.34,7.25,4.6,9.16
1.2,62.6,57.0,6.74,6.67,4.2,8.485
1.18,60.8,58.0,6.84,6.78,4.14,8.429
0.39,62.3,59.0,4.63,4.68,2.9,6.816
0.51,59.7,59.0,5.19,5.2,3.1,7.77
1.28,62.4,56.0,6.93,6.91,4.32,8.81
0.71,62.2,56.0,5.7,5.74,3.56,7.612
1.01,63.9,57.0,6.3,6.37,4.05,8.431000000000001
0.27,61.9,56.0,4.16,4.19,2.58,6.632999999999999
1.31,62.4,56.0,7.0,6.98,4.36,9.035
0.43,62.2,55.0,4.83,4.85,3.01,7.064
2.05,67.7,58.0,7.74,7.68,5.22,9.765
0.54,60.8,61.0,5.28,5.22,3.19,7.401
0.41,61.0,55.0,4.8,4.82,2.93,7.024
0.9,61.4,57.0,6.19,6.16,3.79,8.397
1.08,62.0,55.0,6.62,6.57,4.09,8.822000000000001
0.75,61.3,57.0,5.84,5.91,3.6,8.024
0.51,61.6,59.0,5.1,5.12,3.15,7.483
0.3,60.3,57.0,4.39,4.36,2.64,6.205
0.54,62.7,58.0,5.16,5.21,3.25,7.771
1.58,62.4,56.0,7.5,7.4,4.65,9.606
1.01,60.6,57.0,6.54,6.5,3.95,8.905
1.04,62.0,59.0,6.43,6.5,4.01,8.746
