carat,depth,table,x,y,z,price,color_num,cut_num
1.01,61.5,61.0,6.39,6.45,3.95,8.34,3,2
0.4,61.5,56.0,4.75,4.78,2.93,7.195,1,5
0.32,59.5,57.0,4.45,4.49,2.66,6.4879999999999995,1,5
1.0,61.5,58.0,6.42,6.39,3.94,8.812999999999999,1,4
1.12,59.8,61.0,6.72,6.85,4.06,8.536,4,2
0.78,58.3,62.0,6.04,6.11,3.54,7.815,2,3
1.01,63.2,58.0,6.33,6.36,4.01,8.698,2,2
1.03,63.2,58.0,6.38,6.43,4.05,8.451,7,2
1.01,63.3,59.0,6.26,6.22,3.95,7.912000000000001,5,3
0.46,62.2,54.0,4.95,4.99,3.09,6.809,5,5
2.2,61.5,58.0,8.44,8.38,5.18,9.453,4,4
0.33,62.7,59.0,4.35,4.39,2.74,6.608,2,3
0.41,61.4,57.0,4.78,4.8,2.94,6.558,1,5
0.9,61.5,61.0,6.18,6.21,3.81,8.365,7,2
0.41,63.7,58.0,4.71,4.74,3.01,6.558,2,2
1.01,60.5,60.0,6.44,6.52,3.92,8.738999999999999,7,3
0.33,61.1,56.0,4.45,4.49,2.73,6.515,5,5
1.0,65.2,59.0,6.28,6.27,4.09,8.415,1,1
0.33,59.5,59.0,4.48,4.53,2.68,6.361000000000001,4,4
0.9,63.6,59.0,6.05,6.09,3.86,8.184,1,2
1.23,62.2,55.0,6.85,6.81,4.25,8.89,4,5
0.7,62.0,55.0,5.69,5.73,3.54,7.723,2,5
1.27,61.5,58.0,6.9,6.96,4.26,9.242,7,3
1.24,61.2,58.0,6.94,6.89,4.23,8.488,5,4
0.26,62.3,56.0,4.07,4.09,2.54,6.186,7,3
0.8,62.2,58.0,5.92,5.95,3.69,7.975,5,5
0.4,62.3,54.0,4.75,4.78,2.97,7.063,2,5
0.7,62.6,57.0,5.65,5.7,3.55,8.085,7,5
0.51,60.5,55.0,5.17,5.21,3.14,7.064,2,5
0.3,64.6,54.0,4.29,4.25,2.76,6.284,6,1
0.9,62.0,58.0,6.11,6.12,3.79,8.109,4,3
2.08,62.2,60.0,8.16,8.09,5.06,9.464,7,4
0.24,61.7,56.0,3.98,4.0,2.46,6.184,2,3
1.11,61.6,57.0,6.7,6.74,4.14,9.16,7,5
1.21,62.0,57.0,6.81,6.83,4.23,8.731,6,5
1.17,64.5,56.0,6.75,6.68,4.33,8.827,1,1
1.52,62.7,58.0,7.38,7.29,4.6,9.495,7,4
0.41,62.9,58.0,4.75,4.72,2.98,6.775,1,4
0.57,60.2,56.0,5.41,5.44,3.27,7.454,4,3
0.8,62.5,56.0,5.95,5.98,3.73,8.295,7,3
0.4,62.2,53.0,4.73,4.76,2.95,6.535,1,5
0.31,61.1,55.0,4.39,4.41,2.69,6.641,1,3
1.03,60.2,55.0,6.53,6.59,3.95,8.27,2,3
0.4,60.9,58.0,4.78,4.81,2.92,7.024,6,4
1.3,61.0,59.0,7.09,7.01,4.3,8.625,3,4
0.31,61.0,59.0,4.37,4.35,2.66,6.771,1,4
0.34,61.9,57.0,4.44,4.48,2.76,6.653,7,5
1.12,62.7,55.0,6.65,6.61,4.16,8.31,3,4
1.0,60.9,59.0,6.38,6.43,3.9,8.533,1,3
1.22,61.7,56.0,6.83,6.87,4.23,9.145,4,5
0.92,62.1,57.0,6.2,6.26,3.87,8.297,1,5
1.02,64.3,54.0,6.32,6.27,4.05,8.425,6,2
0.6,60.6,57.0,5.43,5.47,3.3,7.386,1,5
1.24,62.4,59.0,6.86,6.82,4.27,8.921,6,4
1.5,63.3,57.0,7.24,7.2,4.57,9.093,3,3
0.5,58.0,67.0,5.26,5.17,3.02,6.746,1,1
1.04,62.5,57.0,6.5,6.46,4.05,8.443999999999999,4,5
1.01,63.8,56.0,6.32,6.22,4.0,8.193999999999999,7,2
2.06,61.7,59.0,8.21,8.13,5.04,9.732999999999999,2,4
0.41,61.5,55.0,4.83,4.79,2.96,7.125,1,5
0.34,62.0,56.0,4.45,4.48,2.77,6.167999999999999,1,5
1.04,60.4,57.0,6.55,6.6,3.97,8.232999999999999,3,5
0.87,59.9,59.0,6.2,6.16,3.7,8.262,6,4
0.3,63.0,53.0,4.3,4.24,2.69,6.8629999999999995,7,5
1.01,67.4,60.0,6.19,6.05,4.13,7.936,1,1
0.3,63.3,59.0,4.23,4.3,2.7,5.976,5,2
0.31,62.9,58.0,4.3,4.28,2.7,6.81,7,4
0.23,61.5,58.0,3.9,3.94,2.41,6.273,2,3
0.33,62.0,58.0,4.45,4.42,2.75,6.611000000000001,7,4
1.5,62.4,60.0,7.29,7.32,4.56,9.302,5,4
0.73,62.6,56.0,5.73,5.71,3.58,8.074,2,5
1.03,62.8,54.1,6.39,6.48,4.05,8.998,2,3
0.56,60.1,61.0,5.38,5.31,3.21,7.54,1,4
2.03,59.9,58.0,8.23,8.21,4.92,9.622,5,4
2.0,61.9,59.0,7.96,8.0,4.94,9.342,3,3
0.41,62.4,56.0,4.78,4.74,2.97,6.775,4,5
0.53,60.5,59.0,5.24,5.29,3.19,7.452000000000001,7,3
0.5,63.3,56.0,5.1,5.07,3.22,7.635,7,3
1.05,65.8,59.0,6.41,6.27,4.18,7.933,3,1
1.01,62.6,57.0,6.43,6.38,4.01,8.63,1,5
0.64,60.8,54.0,5.55,5.6,3.39,7.371,5,5
0.38,62.4,64.0,4.59,4.61,2.87,6.807,1,2
0.92,62.8,56.0,6.14,6.18,3.87,8.35,2,5
1.02,61.7,58.0,6.46,6.41,3.97,8.015,7,4
0.4,62.3,57.0,4.75,4.72,2.95,6.957000000000001,6,5
0.42,62.8,59.0,4.76,4.73,2.98,7.124,6,4
0.73,62.5,58.0,5.71,5.75,3.58,7.92,4,5
0.24,62.8,57.0,3.94,3.96,2.48,5.817,3,3
0.38,61.7,55.0,4.67,4.7,2.89,6.901,7,5
0.31,61.8,55.0,4.35,4.38,2.69,6.194,7,3
1.01,65.5,58.0,6.28,6.24,4.1,8.096,5,1
0.74,61.4,56.0,5.83,5.86,3.59,8.254,2,5
0.42,58.4,61.0,4.91,4.95,2.88,6.816,6,3
1.01,65.1,61.0,6.27,6.24,4.07,8.407,1,1
1.71,61.8,57.0,7.7,7.6,4.73,9.73,7,5
1.72,59.8,59.0,7.77,7.74,4.64,9.283,4,4
0.3,62.2,54.0,4.31,4.28,2.67,6.815,6,5
1.43,50.8,60.0,7.73,7.25,3.93,8.814,5,1
0.49,59.2,60.9,5.08,5.18,3.04,7.165,2,2
0.53,61.6,56.0,5.21,5.24,3.22,8.116,6,5
0.32,60.0,61.0,4.49,4.45,2.68,6.223,3,4
1.3,62.3,57.0,7.06,6.97,4.37,8.754,3,5
0.9,61.3,57.0,6.2,6.24,3.81,8.582,1,5
0.35,60.7,59.0,4.57,4.52,2.76,6.669,1,4
1.21,62.2,60.0,6.83,6.8,4.24,8.699,6,4
1.36,62.6,58.0,7.06,7.21,4.47,9.564,6,3
0.32,60.2,60.0,4.42,4.45,2.67,6.593,7,4
0.49,62.5,58.0,5.03,4.98,3.13,6.933,7,4
0.47,56.5,62.0,5.17,5.09,2.9,6.7379999999999995,1,2
0.57,63.8,57.0,5.24,5.26,3.35,7.14,6,2
0.7,63.2,60.0,5.56,5.61,3.53,8.035,6,2
0.78,62.2,57.0,5.87,5.9,3.66,8.062000000000001,7,5
0.78,62.0,55.0,5.89,5.95,3.67,8.112,1,5
1.04,60.4,59.0,6.51,6.66,3.98,8.644,4,4
1.54,61.0,56.0,7.44,7.49,4.55,9.743,2,5
0.43,61.3,57.0,4.85,4.88,2.98,6.849,7,5
0.32,61.2,55.0,4.41,4.45,2.71,6.26,4,5
1.56,61.9,58.0,7.44,7.4,4.59,9.495,7,4
1.59,62.1,58.0,7.42,7.48,4.63,9.335,4,4
0.3,62.0,54.0,4.33,4.35,2.69,6.76,7,5
0.27,60.7,59.0,4.19,4.21,2.55,6.186,4,4
0.91,63.0,59.0,6.12,6.17,3.87,8.133,2,3
0.32,62.5,57.0,4.34,4.39,2.73,6.631,6,3
0.7,61.1,59.0,5.67,5.73,3.48,8.071,1,5
0.7,57.1,61.0,5.9,5.93,3.38,7.606,5,2
0.4,58.9,58.0,4.84,4.8,2.84,6.957000000000001,7,4
0.72,61.7,56.0,5.77,5.73,3.55,7.747999999999999,4,4
0.52,63.1,57.0,5.09,5.14,3.23,7.013,4,2
0.53,62.2,55.0,5.17,5.22,3.23,7.502000000000001,2,5
0.31,61.9,55.0,4.34,4.39,2.7,6.522,1,5
1.04,62.6,58.0,6.49,6.44,4.05,8.413,2,4
1.15,62.3,55.0,6.76,6.66,4.18,8.377,3,4
0.3,62.3,57.0,4.3,4.33,2.69,6.405,2,5
0.28,59.1,59.0,4.27,4.33,2.54,6.465,1,3
1.5,61.2,61.0,7.34,7.27,4.47,8.851,4,4
1.02,61.9,55.0,6.43,6.46,3.99,8.29,5,5
1.0,63.0,56.0,6.39,6.41,4.03,8.916,1,3
1.5,64.1,55.0,7.23,7.13,4.6,9.044,3,2
0.26,62.6,58.0,4.07,4.11,2.56,6.392,1,3
1.5,61.1,59.0,7.37,7.35,4.5,9.329,2,4
0.7,62.3,57.0,5.68,5.64,3.53,7.862,2,5
1.52,61.2,63.0,7.39,7.31,4.5,9.107999999999999,6,3
1.01,60.4,60.0,6.43,6.48,3.9,9.036,1,3
0.38,62.2,57.0,4.64,4.68,2.9,7.09,2,5
1.01,64.2,60.0,6.35,6.27,4.05,8.156,5,2
0.52,61.5,55.0,5.22,5.19,3.2,7.45,6,5
2.01,60.6,62.0,8.08,8.05,4.89,9.725,4,4
0.41,60.3,60.0,4.81,4.84,2.91,6.76,2,4
1.0,60.3,62.0,6.52,6.43,3.91,8.397,1,4
1.01,63.8,55.0,6.41,6.32,4.06,8.943999999999999,1,2
0.51,61.7,56.0,5.14,5.16,3.18,7.649,2,5
1.05,60.3,57.0,6.57,6.63,3.98,8.648,5,5
1.35,62.1,54.0,7.15,7.09,4.42,8.314,3,4
1.24,61.5,57.0,6.88,6.94,4.25,9.597999999999999,6,5
1.21,60.9,60.0,6.91,6.86,4.19,9.245,6,5
1.01,61.6,54.0,6.4,6.45,3.96,8.425,7,5
0.41,63.1,57.0,4.68,4.73,2.97,6.851,7,3
0.91,60.7,56.0,6.26,6.22,3.79,8.207,1,5
1.58,62.5,57.0,7.43,7.39,4.63,9.244,4,5
0.71,61.9,57.0,5.72,5.79,3.56,7.785,2,3
1.0,57.8,59.0,6.53,6.47,3.75,8.335,4,2
0.78,63.0,57.0,5.85,5.9,3.7,7.83,2,3
0.8,62.2,57.0,5.95,5.98,3.71,8.202,1,5
0.53,61.2,55.0,5.19,5.23,3.19,7.603,7,5
0.35,63.1,56.0,4.51,4.46,2.83,6.617000000000001,2,3
0.72,62.1,58.0,5.72,5.69,3.54,7.777,1,4
0.39,60.0,59.0,4.76,4.8,2.87,6.8020000000000005,1,3
0.31,61.8,57.0,4.37,4.33,2.69,6.528,6,5
2.01,65.9,57.0,7.8,7.74,5.12,9.443,4,1
0.55,61.7,55.0,5.26,5.25,3.24,7.596,6,5
0.52,58.6,63.0,5.27,5.34,3.11,7.374,2,2
2.02,63.0,57.0,8.01,8.06,5.06,9.679,4,5
1.14,61.1,55.0,6.78,6.74,4.13,9.118,2,5
0.34,62.3,56.0,4.45,4.48,2.78,6.922000000000001,1,5
1.0,62.2,56.0,6.41,6.35,3.97,8.774,7,5
0.7,62.8,57.0,5.65,5.68,3.56,8.054,1,3
1.04,60.5,57.0,6.55,6.51,3.95,8.238999999999999,4,5
0.91,62.3,58.0,6.14,6.19,3.84,8.472999999999999,2,3
1.51,61.4,57.0,7.38,7.43,4.55,8.993,3,5
1.04,59.2,58.0,6.7,6.64,3.95,8.426,1,4
0.35,61.1,56.0,4.55,4.58,2.79,6.827999999999999,7,5
0.72,62.7,55.0,5.64,5.69,3.55,7.968,1,5
0.9,60.9,59.0,6.18,6.24,3.78,8.359,7,3
0.32,62.2,55.0,4.38,4.4,2.73,6.917999999999999,2,5
1.03,62.8,55.0,6.48,6.44,4.05,8.802,7,5
0.3,61.1,57.0,4.31,4.33,2.64,6.921,1,5
0.43,62.4,56.0,4.87,4.84,3.03,6.859,3,5
0.53,62.5,59.0,5.15,5.18,3.23,7.579,4,4
0.3,62.9,56.0,4.3,4.25,2.69,6.515,1,5
1.01,62.2,55.0,6.44,6.46,4.01,8.55,7,5
2.21,61.0,58.0,8.36,8.43,5.12,9.825,2,3
1.71,62.1,55.0,7.66,7.63,4.75,9.84,7,5
1.51,63.8,57.0,7.21,7.18,4.59,8.707,5,2
1.04,60.1,59.0,6.59,6.63,3.97,8.859,2,5
1.13,62.7,57.0,6.65,6.62,4.16,8.52,1,4
1.03,60.6,63.0,6.47,6.5,3.93,8.564,2,3
0.33,63.1,56.0,4.38,4.4,2.77,6.256,5,2
0.28,63.1,55.0,4.15,4.18,2.63,6.127000000000001,1,2
0.4,62.4,59.0,4.67,4.69,2.92,6.89,2,4
1.08,62.2,56.0,6.59,6.56,4.09,8.44,7,5
1.5,63.2,58.0,7.26,7.21,4.57,8.921,4,3
1.74,62.4,57.0,7.68,7.64,4.78,9.601,2,5
0.71,62.9,60.0,5.74,5.67,3.59,8.116,4,4
1.04,61.8,55.0,6.54,6.5,4.03,8.382,4,5
0.33,63.3,53.0,4.39,4.42,2.79,6.1979999999999995,6,2
0.52,61.7,56.0,5.13,5.18,3.18,7.462999999999999,1,5
0.95,63.7,55.0,6.2,6.24,3.96,8.537,6,3
0.51,58.1,59.0,5.26,5.24,3.05,6.957999999999999,2,4
0.74,61.7,56.0,5.76,5.9,3.6,7.687,1,3
0.44,61.9,59.0,4.85,4.9,3.02,6.567,2,3
0.24,58.5,59.0,4.04,4.09,2.38,6.314,1,3
0.55,61.4,56.3,5.26,5.29,3.24,7.416,7,5
0.71,62.4,57.0,5.69,5.72,3.56,7.942,6,5
0.41,61.6,55.0,4.79,4.82,2.96,7.087000000000001,2,5
0.33,61.3,56.0,4.44,4.46,2.73,6.697,2,5
0.4,59.3,59.0,4.83,4.79,2.85,6.985,2,4
0.59,62.3,54.0,5.36,5.39,3.35,8.24,6,5
0.32,62.3,54.0,4.41,4.43,2.75,6.202999999999999,3,5
1.24,61.9,56.0,6.95,6.88,4.28,8.542,3,5
0.7,61.6,56.0,5.72,5.75,3.53,8.344,1,5
0.8,59.7,58.0,6.02,5.97,3.58,8.097000000000001,2,4
0.71,61.5,56.0,5.72,5.75,3.52,8.219,2,5
0.43,61.9,57.0,4.83,4.86,3.0,6.574,1,5
0.5,64.6,59.0,4.9,4.95,3.18,6.895,5,2
0.69,62.7,54.0,5.71,5.64,3.56,7.445,7,5
1.18,61.1,57.0,6.84,6.78,4.16,9.133,7,5
1.01,63.2,59.0,6.34,6.38,4.02,9.621,6,2
0.33,61.0,54.0,4.52,4.49,2.75,6.856,1,5
0.62,62.9,58.0,5.41,5.37,3.39,7.479,7,4
0.7,64.0,55.0,5.59,5.62,3.59,7.557,7,2
0.77,61.8,59.0,5.82,5.86,3.61,7.553999999999999,3,4
1.06,61.8,58.0,6.52,6.56,4.04,9.21,1,3
0.93,62.3,59.0,6.25,6.21,3.88,8.652999999999999,2,4
0.55,59.8,57.0,5.31,5.35,3.19,7.532,6,3
0.71,62.1,61.0,5.63,5.71,3.52,7.763999999999999,4,3
1.15,62.9,57.0,6.73,6.63,4.2,8.469,3,3
0.78,61.6,56.0,5.9,5.92,3.64,8.171,2,5
0.44,62.3,55.0,4.85,4.88,3.03,7.119,6,5
1.03,61.7,55.0,6.52,6.46,4.01,8.611,1,5
1.05,62.2,61.0,6.48,6.51,4.04,8.081,1,3
1.09,59.4,60.0,6.81,6.7,4.01,8.399,1,4
0.73,60.8,61.0,5.77,5.8,3.52,8.152000000000001,1,2
0.4,61.8,58.0,4.69,4.72,2.91,6.925,4,4
1.03,63.3,57.0,6.39,6.41,4.05,8.485,4,2
1.0,63.6,58.0,6.26,6.35,4.01,8.517999999999999,7,2
0.55,61.6,57.0,5.25,5.3,3.25,7.422000000000001,6,5
0.3,61.9,54.0,4.33,4.36,2.69,5.9639999999999995,4,5
0.71,60.4,57.0,5.75,5.81,3.49,8.15,1,5
0.5,64.0,56.0,5.03,4.97,3.2,6.994,1,2
0.91,62.4,58.0,6.11,6.14,3.82,8.277999999999999,1,3
0.63,62.0,55.0,5.49,5.54,3.42,7.395,7,5
0.51,61.7,55.0,5.14,5.11,3.16,7.54,6,5
0.35,61.7,56.0,4.53,4.55,2.8,6.825,4,5
0.33,62.0,57.0,4.45,4.46,2.76,6.1979999999999995,6,5
1.01,60.1,55.0,6.53,6.58,3.94,8.781,7,5
0.34,60.7,57.0,4.55,4.51,2.75,6.867999999999999,6,5
0.42,61.6,55.0,4.85,4.82,2.98,7.119,7,5
0.34,60.6,60.0,4.48,4.53,2.73,6.229,6,4
0.52,61.9,55.0,5.16,5.18,3.2,7.652,1,5
0.26,60.8,58.0,4.11,4.18,2.52,6.521,2,3
0.5,62.0,55.1,5.05,5.11,3.16,7.426,2,5
0.51,59.5,61.0,5.19,5.16,3.08,7.249,6,4
0.33,61.8,56.0,4.4,4.44,2.73,6.6610000000000005,6,5
1.2,64.6,56.0,6.73,6.66,4.33,7.941,2,1
0.46,62.4,56.0,4.95,4.98,3.1,7.122999999999999,6,5
1.52,60.7,57.0,7.38,7.41,4.49,9.162,7,5
0.56,62.8,58.0,5.31,5.26,3.32,7.487,1,5
0.31,61.9,56.0,4.38,4.35,2.7,6.388999999999999,4,5
1.02,61.4,58.0,6.47,6.5,3.98,8.328,3,3
1.02,64.1,60.0,6.25,6.29,4.02,8.338,2,2
0.38,62.3,57.0,4.6,4.65,2.88,6.365,6,5
0.98,62.2,57.0,6.33,6.37,3.95,8.421,7,3
0.51,61.9,62.0,5.12,5.09,3.16,7.502000000000001,6,4
1.0,59.8,57.0,6.44,6.5,3.87,8.325,5,5
1.52,61.9,55.0,7.38,7.43,4.58,9.34,4,5
0.3,61.4,58.0,4.27,4.33,2.64,6.652,7,3
1.03,62.9,56.0,6.49,6.39,4.05,8.65,1,4
0.72,63.3,57.0,5.68,5.75,3.62,8.077,2,3
0.42,61.4,56.0,4.84,4.8,2.96,7.006,6,5
0.32,61.3,58.0,4.36,4.39,2.68,6.518,1,4
1.05,61.8,60.0,6.49,6.46,4.0,8.342,7,4
0.39,62.5,55.0,4.68,4.63,2.91,6.825,2,5
1.01,63.4,57.0,6.39,6.32,4.03,8.186,4,3
1.09,62.1,55.0,6.6,6.64,4.11,8.59,4,5
1.3,62.9,60.0,6.95,6.88,4.35,8.642999999999999,4,4
2.01,63.6,59.0,8.01,7.96,5.08,9.423,3,2
0.38,62.4,59.0,4.64,4.59,2.88,6.751,7,4
0.3,63.9,56.0,4.27,4.24,2.72,6.159,4,2
1.21,61.1,55.7,6.87,6.92,4.21,8.698,4,3
0.41,62.4,60.0,4.71,4.77,2.96,6.526,6,4
0.95,58.0,66.0,6.5,6.46,3.76,8.056000000000001,3,1
0.7,62.7,55.0,5.66,5.69,3.56,8.01,2,5
0.72,60.2,59.0,5.85,5.81,3.51,7.5729999999999995,3,4
1.18,62.6,59.0,6.73,6.71,4.21,8.607999999999999,5,4
0.4,62.2,59.0,4.65,4.7,2.91,6.992000000000001,2,4
1.02,61.6,56.0,6.51,6.55,4.02,8.406,4,5
0.3,61.3,61.0,4.26,4.29,2.62,6.528,4,3
0.33,61.6,57.0,4.46,4.44,2.74,6.832999999999999,1,5
0.4,62.3,58.0,4.72,4.66,2.92,7.09,7,4
1.04,58.2,64.0,6.64,6.53,3.85,8.097000000000001,3,2
0.45,61.4,61.0,4.95,4.89,3.02,7.074,7,4
0.73,61.7,58.0,5.74,5.7,3.53,7.835,2,4
0.71,62.1,57.0,5.71,5.75,3.56,8.068,1,5
1.29,62.5,57.0,6.89,6.92,4.35,9.057,7,5
1.01,62.9,57.0,6.37,6.3,3.98,8.295,7,5
0.61,61.6,55.0,5.45,5.49,3.37,7.681,7,5
1.51,62.3,59.0,7.32,7.28,4.55,9.354,4,4
1.01,60.1,66.0,6.44,6.41,3.86,8.187999999999999,2,1
1.23,63.0,56.0,6.83,6.79,4.29,8.681000000000001,4,5
1.01,61.7,59.0,6.44,6.42,3.97,8.862,2,5
0.32,61.0,60.0,4.47,4.42,2.71,6.474,5,4
0.38,62.0,55.0,4.65,4.67,2.89,6.729,5,5
0.5,63.6,55.0,5.03,5.06,3.21,7.087999999999999,7,2
1.68,61.1,60.0,7.63,7.7,4.68,9.636000000000001,2,3
0.51,61.4,58.0,5.15,5.18,3.17,7.4639999999999995,2,4
0.42,62.7,56.0,4.78,4.76,2.99,6.8,4,5
1.16,61.7,56.0,6.82,6.76,4.18,8.457,7,5
0.72,62.3,58.0,5.7,5.76,3.57,7.72,1,3
1.21,60.6,56.0,6.89,6.97,4.2,8.605,5,3
1.02,61.3,57.0,6.47,6.35,3.93,7.778,7,4
0.54,63.2,58.0,5.12,5.16,3.25,7.216,4,2
1.08,63.1,59.0,6.49,6.53,4.11,8.536,1,2
0.54,61.9,56.0,5.29,5.24,3.26,7.401,4,4
0.7,60.2,61.0,5.66,5.74,3.43,8.024,7,3
1.35,62.5,57.0,7.01,7.04,4.39,8.425,7,5
0.82,62.3,56.0,6.02,5.96,3.73,7.961,2,5
0.76,62.6,58.0,5.76,5.84,3.63,7.782,4,3
0.31,61.0,57.0,4.38,4.39,2.67,6.784,2,5
1.04,61.4,57.0,6.54,6.48,4.0,8.402000000000001,7,5
0.3,61.1,58.0,4.3,4.34,2.64,6.5120000000000005,1,5
0.71,62.4,54.0,5.72,5.76,3.58,7.683,7,3
0.33,61.9,57.0,4.44,4.41,2.74,6.75,4,5
0.41,62.7,56.0,4.74,4.77,2.98,6.718,7,5
1.08,61.8,56.0,6.55,6.59,4.06,9.241,1,5
1.13,60.0,61.0,6.78,6.71,4.05,8.416,7,4
0.46,61.2,56.0,4.97,5.0,3.05,7.169,4,5
0.71,61.9,55.0,5.75,5.71,3.55,7.877000000000001,5,5
1.51,62.4,55.0,7.28,7.34,4.56,9.323,2,3
1.71,59.1,58.0,7.76,7.8,4.6,9.607999999999999,1,4
0.52,62.2,63.0,5.22,5.13,3.22,7.459,7,3
0.31,63.8,56.0,4.33,4.29,2.75,6.153,4,2
0.42,61.9,55.0,4.79,4.84,2.98,6.627999999999999,6,5
1.01,61.3,60.0,6.4,6.43,3.93,8.392999999999999,2,4
1.0,64.8,61.0,6.26,6.21,4.04,8.719,2,1
1.0,60.4,60.0,6.49,6.46,3.91,8.443999999999999,1,4
1.72,61.1,58.0,7.73,7.69,4.71,9.677,7,4
0.72,61.0,56.0,5.78,5.8,3.53,8.381,2,5
0.7,62.5,59.0,5.69,5.64,3.54,8.121,6,4
1.28,62.2,55.0,6.94,6.99,4.33,9.431000000000001,1,5
0.55,61.7,56.0,5.29,5.25,3.25,7.506,2,4
0.9,59.9,57.0,6.25,6.34,3.77,8.363999999999999,1,3
0.9,62.5,58.0,6.12,6.16,3.84,8.242,6,3
0.37,61.8,56.0,4.61,4.64,2.86,6.771,6,5
0.38,61.1,55.0,4.68,4.72,2.87,6.581,4,5
1.03,63.9,59.0,6.35,6.38,4.07,8.786,2,2
0.32,61.5,56.0,4.44,4.45,2.73,6.853,2,5
1.55,61.8,54.0,7.44,7.48,4.61,9.644,2,5
0.5,62.9,56.0,5.03,5.08,3.18,7.358,4,3
0.98,53.3,67.0,6.82,6.74,3.61,7.957000000000001,1,1
1.34,62.4,58.0,6.98,7.02,4.37,8.941,4,3
0.58,62.0,57.0,5.35,5.32,3.31,7.194,2,5
1.52,62.2,55.0,7.29,7.41,4.57,9.684,2,5
0.3,61.7,58.0,4.32,4.27,2.65,6.41,5,4
0.34,62.0,57.0,4.49,4.44,2.77,6.781000000000001,1,5
1.32,61.7,59.0,6.99,6.95,4.3,9.322000000000001,2,4
0.46,60.7,62.0,4.97,5.01,3.03,7.483,1,2
1.18,60.1,58.0,6.88,6.92,4.15,9.344,2,3
1.06,61.2,56.0,6.64,6.6,4.05,8.44,5,5
0.7,62.9,57.0,5.66,5.69,3.57,7.935,1,3
0.58,64.7,56.0,5.31,5.24,3.41,6.992000000000001,2,1
0.92,60.9,61.0,6.22,6.25,3.8,8.604,1,3
0.9,61.8,57.0,6.16,6.23,3.83,8.56,2,3
0.8,61.2,56.0,5.98,6.01,3.67,8.258,2,5
0.52,59.9,57.0,5.28,5.24,3.15,7.811,1,5
1.5,63.9,58.0,7.12,7.16,4.56,9.306000000000001,2,3
0.38,62.2,54.0,4.64,4.68,2.9,6.555,4,5
0.9,63.6,63.0,6.03,6.07,3.85,8.231,6,2
0.7,61.3,59.0,5.75,5.73,3.52,7.51,3,4
1.05,60.5,56.0,6.7,6.59,4.0,8.687000000000001,6,4
1.2,61.6,61.0,6.81,6.86,4.21,9.127,2,3
0.46,60.3,62.0,4.95,4.9,2.97,6.78,5,4
1.14,60.9,56.0,6.75,6.81,4.13,8.711,6,5
1.1,62.6,59.0,6.57,6.53,4.1,8.359,5,4
1.02,62.6,57.0,6.41,6.47,4.03,9.35,1,5
0.74,60.9,62.0,5.83,5.8,3.54,8.006,1,4
1.51,59.7,62.0,7.46,7.42,4.44,8.581,3,4
1.0,58.1,64.0,6.63,6.51,3.82,8.274,3,2
1.02,60.9,56.0,6.54,6.49,3.97,9.197000000000001,2,5
0.76,63.0,59.0,5.76,5.8,3.64,7.888999999999999,1,3
0.9,63.0,60.0,6.08,5.99,3.8,8.125,5,4
1.37,60.9,59.0,7.17,7.24,4.39,9.039,4,4
0.99,61.2,56.0,6.4,6.45,3.93,8.487,2,3
0.36,60.3,62.0,4.59,4.56,2.76,6.921,1,4
0.32,61.1,56.0,4.42,4.45,2.71,6.718,2,5
0.7,62.8,56.0,5.63,5.67,3.55,8.094,7,3
1.6,61.2,58.0,7.59,7.5,4.62,9.13,1,4
1.09,63.2,57.0,6.57,6.54,4.14,8.491,4,3
0.52,62.1,56.0,5.14,5.2,3.2,7.477,2,5
1.21,60.4,59.0,6.88,6.97,4.18,8.881,4,3
0.38,61.8,56.0,4.66,4.68,2.88,6.9079999999999995,1,3
0.57,60.2,57.0,5.42,5.37,3.25,7.506,7,4
2.12,62.2,57.0,8.21,8.14,5.08,9.416,5,5
0.81,62.5,57.0,5.95,5.89,3.7,7.83,7,4
2.01,60.1,59.0,8.25,8.18,4.94,9.628,3,4
1.28,59.4,60.0,7.07,7.03,4.19,8.679,4,4
0.4,61.3,59.0,4.69,4.74,2.89,6.603,1,4
0.31,62.9,57.0,4.3,4.35,2.72,6.522,1,3
0.9,64.1,56.0,6.04,6.07,3.88,8.231,6,2
1.01,62.1,54.0,6.48,6.4,4.0,8.073,3,5
0.3,62.4,59.0,4.25,4.31,2.67,6.558,7,3
0.38,62.4,59.0,4.59,4.64,2.88,6.501,7,3
1.51,64.2,57.0,7.09,7.2,4.59,9.26,2,2
0.7,58.3,58.0,5.9,5.86,3.43,7.808,7,4
0.3,61.4,55.0,4.37,4.32,2.67,6.5120000000000005,2,4
2.14,63.0,55.0,8.25,8.23,5.19,9.451,4,5
1.0,62.7,59.0,6.36,6.4,4.0,8.556000000000001,2,4
1.5,63.6,55.0,7.17,7.24,4.58,9.573,6,3
1.28,56.8,62.0,7.22,7.16,4.08,8.315,4,2
0.4,62.3,57.0,4.67,4.74,2.93,6.603,2,3
1.3,62.5,58.0,6.9,6.95,4.33,9.274,7,3
0.51,61.8,55.0,5.1,5.16,3.17,7.4879999999999995,6,5
0.71,60.4,57.0,5.78,5.81,3.5,8.097000000000001,2,5
0.43,62.1,55.0,4.85,4.81,3.0,7.26,2,5
2.01,62.5,57.0,8.08,8.01,5.03,9.625,5,5
0.73,60.9,65.0,5.86,5.69,3.51,7.643,4,2
